,Name,School,L10_High_FX,L10_Ave_FX,Freshman,NCAA_High_FX,NCAA_Ave_FX,FX_nqs,FX_delta
2486,Jordyn Doherty,Iowa,9.45,7.562500000000001,2014,0.0,0.0,0.0,-9.45
2487,Caroline Fitzpatrick,Central Michigan,9.3,3.5999999999999996,2015,0.0,0.0,0.0,-9.3
2488,Kaitlyn Duranczyk,Washington,9.575,5.180555555555555,2014,9.9,9.761,9.86,0.325
2489,Amanda Fillard,North Carolina State,9.4,6.392647058823529,2014,0.0,0.0,0.0,-9.4
2490,Emily Brauckmuller,Maryland,9.775,6.881818181818183,2014,9.9,9.736,9.865,0.125
2491,Nicole Larkin,Alaska,9.275,6.63125,2014,9.775,9.414,9.655,0.5
2492,Alexa Goldberg,West Virginia,9.6,6.678571428571429,2014,9.95,9.691,9.87,0.35
2493,Kara Witgen,Air Force,9.55,6.8453125,2014,9.85,9.725,9.835,0.3
2494,Emily Bolton,Sacramento State,9.475,6.964705882352941,2014,0.0,0.0,0.0,-9.475
2495,Kristi Hayashida,Seattle Pacific,9.3,6.008333333333333,2014,9.8,9.537,9.77,0.5
2496,Elena Lagoski,Michigan State,9.8,7.257352941176471,2014,9.95,9.806,9.945,0.15
2497,Renee Edelman,Brown,9.2,9.1,2014,8.275,8.275,0.0,-0.925
2498,Bailey Walker,S.E. Missouri,9.575,7.089705882352941,2014,9.875,9.57,9.765,0.3
2499,Rachel Carr,Central Michigan,9.375,7.012499999999999,2015,9.675,9.546,9.52,0.3
2500,Lacey Rubin,Eastern Michigan,9.25,7.010714285714285,2015,0.0,0.0,0.0,-9.25
2501,Amber Takara,California,9.6,7.088095238095239,2015,0.0,0.0,0.0,-9.6
2502,Amber Hill,Bridgeport,9.2,7.591071428571428,2014,9.75,9.606,9.64,0.55
2503,Krysten Howard,Arizona,9.225,4.881818181818181,2014,9.925,9.785,9.875,0.7
2504,Kimberly Stewart,Bridgeport,9.5,6.776190476190477,2014,9.925,9.672,9.84,0.425
2505,Grayson Esslinger,UW-Whitewater,9.325,7.465625,2014,0.0,0.0,0.0,-9.325
2506,Mackenzie Smith,Michigan State,9.525,6.22125,2014,0.0,0.0,0.0,-9.525
2507,Janae Janik,Washington,9.65,6.195833333333333,2014,9.875,9.608,9.835,0.225
2508,Sandra Collantes,Boise State,9.7,7.957692307692307,2015,9.95,9.82,9.93,0.25
2509,Victoria Heath,Bowling Green,9.45,6.74375,2015,9.875,9.739,9.845,0.425
2510,Aubree Horn,Lindenwood,9.375,5.015625,2014,0.0,0.0,0.0,-9.375
2511,Bethany DiCarlo,Bridgeport,9.25,7.375,2014,9.525,9.35,0.0,0.275
2512,Jennifer King,New Hampshire,9.175,6.6944444444444455,2014,0.0,0.0,0.0,-9.175
2513,Bailey Gallagher,Towson,9.45,7.3977272727272725,2014,9.725,9.534,9.65,0.275
2514,Rachel DiCarlo,Bridgeport,9.3,7.31590909090909,2014,9.7,9.394,9.47,0.4
2515,Briana Odom,Temple,9.325,7.415384615384616,2014,9.85,9.586,9.835,0.525
2516,Taylor Puryear,Kentucky,9.575,7.890384615384615,2014,9.925,9.797,9.89,0.35
2517,Kiana Gordon,San Jose State,9.4,5.152777777777779,2014,0.0,0.0,0.0,-9.4
2518,Haleigh Shepard,San Jose State,9.525,5.381666666666668,2016,9.8,9.6,9.735,0.275
2519,Mackenzie Bennion,Boise State,9.45,4.816666666666666,2014,9.9,9.775,9.86,0.45
2520,Anneke Klaver,Sacramento State,9.575,7.960714285714288,2014,9.7,9.547,9.62,0.125
2521,Kelly Tan,Pennsylvania,9.375,6.951923076923077,2014,9.7,9.29,9.585,0.325
2522,Charly Belliston,Utah State,9.3,5.6343749999999995,2014,0.0,0.0,0.0,-9.3
2523,Taylor Harward,BYU,8.5,3.3549999999999995,2015,0.0,0.0,0.0,-8.5
2524,Haley Spector,Stanford,9.75,7.486249999999999,2014,9.925,9.669,9.895,0.175
2525,Renee Zografos,Seattle Pacific,9.45,5.214285714285714,2015,0.0,0.0,0.0,-9.45
2526,Zoe Draghi,California,9.675,7.782692307692309,2014,9.925,9.818,9.905,0.25
2527,Jessica Howe,California,9.675,6.767857142857144,2014,9.875,9.763,9.86,0.2
2528,Emily Richardson,California,9.7,7.9714285714285715,2014,0.0,0.0,0.0,-9.7
2529,Sarah Lyons,Illinois,9.575,4.648958333333334,2015,0.0,0.0,0.0,-9.575
2530,Bailey Abernathy,Minnesota,9.45,7.201315789473685,2015,9.95,9.82,9.895,0.5
2531,Jordan Anderson,Centenary College,9.45,5.98235294117647,2014,9.8,9.261,9.695,0.35
2532,Lauren Glover,Seattle Pacific,9.5,6.723437499999999,2014,9.875,9.686,9.85,0.375
2533,Mikaela Postlethwait,Temple,9.35,8.983333333333334,2014,9.5,8.895,0.0,0.15
2534,Kyleigh Greenlief,BYU,9.575,5.260714285714285,2015,9.95,9.693,9.885,0.375
2535,Brooklyn Doggette,West Virginia,9.425,7.290909090909091,2015,0.0,0.0,0.0,-9.425
2536,Amanda Kowalski,Iowa,9.55,6.824999999999999,2014,0.0,0.0,0.0,-9.55
2537,Olivia Oswalt,Lindenwood,9.325,6.033333333333333,2014,9.75,9.55,9.62,0.425
2538,Brittany Wenzel,Northern Illinois,9.625,7.458749999999999,2014,9.875,9.678,9.85,0.25
2539,Nicole Artz,Michigan,9.75,7.720454545454546,2014,10.0,9.896,9.97,0.25
2540,Megan Gilliam,Northern Illinois,9.3,6.986111111111111,2014,9.775,9.605,9.755,0.475
2541,Briana Gironda,William & Mary,9.3,6.581578947368421,2014,9.85,9.641,9.795,0.55
2542,Lauren Vandenberg,Western Michigan,9.5,7.175000000000001,2014,0.0,0.0,0.0,-9.5
2543,Christine Liautaud,Bridgeport,9.4,6.47361111111111,2014,0.0,0.0,0.0,-9.4
2544,McKenzie Foster,UW-Whitewater,9.525,6.829999999999999,2014,9.45,9.2,0.0,-0.075
2545,Christine Volz,Southern Conn.,9.025,5.791666666666666,2014,0.0,0.0,0.0,-9.025
2546,Michelle Lozneanu,UIC,9.1,8.73,2014,0.0,0.0,0.0,-9.1
2547,Shelby Arms,Ball State,9.5,6.443181818181818,2014,9.85,9.646,9.81,0.35
2548,Chloe Rehberg,UW-Whitewater,9.375,7.058333333333334,2015,0.0,0.0,0.0,-9.375
2549,Juliana Booth,Ball State,9.25,7.390384615384616,2015,0.0,0.0,0.0,-9.25
2550,Taylor Crumley,Northern Illinois,9.275,3.419230769230769,2014,0.0,0.0,0.0,-9.275
2551,Kelsea Fischer,UW-Whitewater,9.275,9.133333333333333,2014,0.0,0.0,0.0,-9.275
2552,Jala Washington,Ball State,9.275,3.9444444444444446,2014,9.7,9.592,9.645,0.425
2553,Kimberly Robertson,UW-Oshkosh,9.0,4.191666666666666,2015,9.55,9.174,9.33,0.55
2554,Brianna Quinn,Bridgeport,9.45,6.598333333333334,2014,9.775,9.544,9.73,0.325
2555,Erin Malone,Ohio State,9.375,7.061842105263159,2014,9.85,9.604,9.795,0.475
2556,Hope Tralli,Bridgeport,9.325,6.518181818181819,2014,9.125,8.3,8.135,-0.2
2557,Amanda Scanlon,Cortland State,9.225,8.931249999999999,2014,9.7,9.44,9.685,0.475
2558,Jill Daddario,Brockport,9.3,5.766666666666667,2014,9.625,9.267,9.495,0.325
2559,Tatiana Winkelman,Yale,9.275,6.209999999999999,2014,0.0,0.0,0.0,-9.275
2560,Kelsey Jewell,Ursinus College,9.25,8.93125,2015,9.775,9.593,9.74,0.525
2561,Darby Germain,Air Force,8.95,4.953333333333333,2016,9.8,9.619,9.715,0.85
2562,Shaila Segal,Central Michigan,9.25,5.45,2016,0.0,0.0,0.0,-9.25
2563,Claire Jones,Rutgers,9.7,7.575,2014,9.9,9.758,9.885,0.2
2564,Courtney Leighton,North Carolina State,9.475,7.493181818181819,2014,0.0,0.0,0.0,-9.475
2565,Margaret Brown,North Carolina,9.35,6.873076923076923,2014,9.5,9.233,0.0,0.15
2566,Kira Frederick,Michigan State,9.525,6.739999999999999,2014,9.925,9.824,9.91,0.4
2567,Erika Reichert,Pittsburgh,9.625,7.727,2015,9.775,9.554,9.74,0.15
2568,Mollie Drenth,Iowa,9.65,6.961538461538463,2014,9.9,9.786,9.86,0.25
2569,Samantha Gordon,Kent State,9.55,7.463636363636364,2014,9.9,9.752,9.86,0.35
2570,Libby Barbour,Cortland State,9.225,7.31875,2014,9.625,9.094,9.215,0.4
2571,Janie Kovacs,Air Force,9.05,8.41,2011,0.0,0.0,0.0,-9.05
2572,Tori Kinamon,Brown,9.3,6.357352941176471,2014,0.0,0.0,0.0,-9.3
2573,Rotem Porat,Southern Conn.,9.65,7.073214285714285,2014,0.0,0.0,0.0,-9.65
2574,Caitlin Elsadek,Brockport,8.625,8.333333333333332,2014,9.125,8.912,0.0,0.5
2575,Krystin Chiellini,Cornell,9.375,6.475,2014,9.775,9.507,9.725,0.4
2576,Kelly Huseman,UW-Stout,9.425,6.68125,2014,0.0,0.0,0.0,-9.425
2577,Rose Franke,UW-La Crosse,9.275,6.945,2015,0.0,0.0,0.0,-9.275
2578,Megan Buss,UW-La Crosse,9.3,4.992105263157894,2014,0.0,0.0,0.0,-9.3
2579,Savana Kettner,UW-La Crosse,9.025,4.95,2015,9.725,9.526,9.66,0.7
2580,Hannah Rector,Lindenwood,9.525,7.3774999999999995,2014,9.85,9.598,9.805,0.325
2581,Veronica Peterson,Winona State,9.5,6.629545454545455,2014,9.825,9.223,9.55,0.325
2582,Tracie Villanueva,Seattle Pacific,8.975,8.82,2014,0.0,0.0,0.0,-8.975
2583,Jessica Nesis,Washington,9.425,5.320588235294117,2016,0.0,0.0,0.0,-9.425
2584,Suren Kanchanavaleerat,Illinois,8.95,6.5625,2015,0.0,0.0,0.0,-8.95
2585,Paige Urquhart,Boise State,9.525,6.579999999999999,2014,9.875,9.762,9.84,0.35
2586,Dez Stanton,UW-Eau Claire,9.4,7.019444444444444,2014,9.475,9.133,9.38,0.075
2587,Elsa Spitzmueller,UW-La Crosse,9.45,5.703125,2014,9.925,9.494,9.8,0.475
2588,Brittany Zickert,Ursinus College,8.7,3.9416666666666664,2014,0.0,0.0,0.0,-8.7
2589,Elana Molotsky,Cornell,9.05,6.117500000000001,2014,9.85,9.616,9.805,0.8
2590,Sarah Krulish,Brockport,9.2,5.036111111111111,2016,0.0,0.0,0.0,-9.2
2591,Kaelin Ruoss,Ursinus College,9.525,7.411666666666667,2015,9.7,9.6,9.645,0.175
2592,Majesta Valentine,West Chester,9.5,6.420000000000001,2014,9.925,9.72,9.89,0.425
2593,Samantha Engle,LSU,9.05,6.4703124999999995,2009,9.9,9.709,9.84,0.85
2594,Kellie Wanamaker,Arizona State,9.6,5.5675,2014,0.0,0.0,0.0,-9.6
2595,Rebecca McAndrew,Temple,9.45,7.2275,2014,9.425,8.808,0.0,-0.025
2596,Ajiea Hargrave,Lindenwood,9.675,6.186111111111112,2014,9.9,9.616,9.845,0.225
2597,Morgan Evans,North Carolina,9.65,9.65,2009,9.9,9.723,9.865,0.25
2598,Kiera Brown,Georgia,9.65,7.157954545454547,2014,9.9,9.751,9.855,0.25
2599,Mary Lillian Sanders,Alabama,9.425,7.16388888888889,2015,0.0,0.0,0.0,-9.425
2600,Rachel Heinl,San Jose State,9.5,6.877083333333332,2014,0.0,0.0,0.0,-9.5
2601,Katie Simpson,Texas Woman's,9.125,4.002272727272727,2014,9.825,9.565,9.76,0.7
2602,Rachel Reis,Bowling Green,9.25,7.012500000000001,2014,0.0,0.0,0.0,-9.25
2603,Meghan Cobb,Cortland State,8.225,4.885,2014,0.0,0.0,0.0,-8.225
2604,Lucia Scaglione,Auburn,9.5,7.696428571428572,2016,9.875,9.801,9.85,0.375
2605,Memory Shettles,Southern Utah,9.6,5.3619047619047615,2014,9.875,9.669,9.83,0.275
2606,Ragan Smith,Oklahoma,9.575,6.230555555555555,2021,9.975,9.862,9.953,0.4
2607,Courtney Dowdell,Northern Illinois,9.5,7.1596153846153845,2014,9.9,9.678,9.875,0.4
2608,Kerry Scafidi,UW-La Crosse,8.7,7.925,2014,0.0,0.0,0.0,-8.7
2609,Alexandria Bourgeois,Cornell,8.925,4.28125,2014,9.85,9.669,9.8,0.925
2610,Jessica Shostak,Michigan State,9.175,2.863888888888889,2014,0.0,0.0,0.0,-9.175
2611,Angie Kern,Missouri,9.575,6.933750000000001,2014,9.875,9.714,9.83,0.3
2612,Michelle Burns,Ohio State,9.575,6.406250000000002,2014,9.825,9.017,9.785,0.25
2613,Emily Schild,Georgia,9.75,6.848333333333334,2018,0.0,0.0,0.0,-9.75
2614,Madison Brent,West Chester,9.2,6.008333333333333,2015,9.85,9.655,9.81,0.65
2615,Lauren Chavis,Ursinus College,8.95,3.672222222222222,2014,0.0,0.0,0.0,-8.95
2616,Amanda Jetter,Alabama,9.425,3.141666666666667,2014,9.95,9.84,9.905,0.525
2617,Jennie Laeng,Nebraska,9.55,5.8882352941176475,2014,9.925,9.813,9.9,0.375
2618,Marla Thomas,Brockport,8.85,6.025000000000001,2015,0.0,0.0,0.0,-8.85
2619,Faith Burns,Brockport,9.225,5.534375,2015,0.0,0.0,0.0,-9.225
2620,Makayla Betz,Utah State,9.3,5.770588235294118,2014,0.0,0.0,0.0,-9.3
2621,Jamyra Carter,Northern Illinois,9.25,5.200000000000001,2014,8.275,8.275,0.0,-0.975
2622,Jackie Hahn,Rhode Island College,8.75,6.612500000000001,2014,9.05,8.7,0.0,0.3
2623,Rachel Graham,Pennsylvania,9.3,6.478125,2014,9.85,9.58,9.78,0.55
2624,Charity Jones,Oklahoma,9.8,7.285294117647058,2014,9.95,9.857,9.915,0.15
2625,Emily Harrison,West Chester,9.25,8.075,2014,9.575,9.184,9.36,0.325
2626,Saxon Reaux,Centenary College,9.55,6.658333333333333,2015,9.775,9.544,9.575,0.225
2627,Megan Marenghi,North Carolina,9.7,2.951923076923077,2014,0.0,0.0,0.0,-9.7
2628,Anna Bowers,Missouri,9.7,6.145833333333334,2014,9.85,9.658,9.79,0.15
2629,Kendal Hamer,Brockport,0.0,0.0,2014,0.0,0.0,0.0,0.0
2630,Isabela Onyshko,Stanford,8.125,2.7083333333333335,2022,0.0,0.0,0.0,-8.125
2631,Abby Armbrecht,Alabama,9.375,7.185,2016,9.95,9.827,9.913,0.575
2632,Elizabeth Nand,Rutgers,9.65,6.35,2016,0.0,0.0,0.0,-9.65
2633,Sarah Faller,Maryland,9.575,4.601785714285715,2014,0.0,0.0,0.0,-9.575
2634,Angel Metcalf,Iowa,9.3,6.734375,2014,9.925,9.746,9.885,0.625
2635,Alexis Mena,Ithaca College,8.625,4.3125,2014,9.45,9.15,9.245,0.825
2636,Jennifer Sklenar,Brockport,9.0,6.1022727272727275,2014,9.85,9.517,9.785,0.85
2637,Claire Boyce,Florida,9.625,6.553571428571428,2014,9.9,9.779,9.88,0.275
2638,Leah Slobodin,Maryland,9.65,6.764285714285714,2015,9.9,9.748,9.83,0.25
2639,Taylor Le Moal,Centenary College,9.2,6.091666666666667,2015,9.5,9.266,9.41,0.3
2640,Rebecca Johnson,Missouri,9.225,5.705357142857142,2012,0.0,0.0,0.0,-9.225
2641,Rachel Kreager,UC Davis,9.45,6.45,2014,0.0,0.0,0.0,-9.45
2642,Katie Morsefield,Bowling Green,9.5,9.225,2016,9.8,9.747,9.77,0.3
2643,Maggie Nichols,Oklahoma,9.8,7.1875,2017,10.0,9.939,9.98,0.2
2644,Nicole Wangler,UW-La Crosse,9.1,3.777777777777778,2014,0.0,0.0,0.0,-9.1
2645,Hannah Wilken,Air Force,9.05,3.8722222222222227,2014,0.0,0.0,0.0,-9.05
2646,Jaine VanPutten,Ohio State,9.5,9.08125,2014,9.75,9.675,0.0,0.25
2647,Gianna Scala,Winona State,9.15,9.15,2018,0.0,0.0,0.0,-9.15
2648,Madeline Lind,Hamline,8.45,8.35,2015,9.075,8.664,8.63,0.625
2649,Andrea Maldonado,Iowa State,9.25,8.95,2021,9.975,9.767,9.895,0.725
2650,Morgan Bradford,Hamline,0.0,0.0,2015,8.95,8.768,8.79,8.95
2651,Samantha Ward,Towson,9.075,6.659375,2013,9.825,9.574,9.795,0.75
2652,Katelyn Roland,West Chester,9.3,6.354687500000002,2014,0.0,0.0,0.0,-9.3
2653,Brooke Williams,Brown,9.5,6.786666666666666,2014,9.85,9.63,9.82,0.35
2654,Isabelle Castillo,California,9.525,4.25,2015,0.0,0.0,0.0,-9.525
2655,Amanda Palladino,Ursinus College,0.0,0.0,2015,0.0,0.0,0.0,0.0
2656,Sydney Kennedy,Illinois State,9.55,7.04264705882353,2014,9.625,9.463,0.0,0.075
2657,Emma Hicks,UC Davis,8.5,8.5,2017,0.0,0.0,0.0,-8.5
2658,Yonni Michovska,UC Davis,9.625,9.0625,2014,9.825,9.586,9.745,0.2
2659,Annie Graft,Air Force,9.425,5.3975,2015,0.0,0.0,0.0,-9.425
2660,Nicole Johnson,Arizona State,9.525,6.511666666666667,2011,9.875,9.772,9.825,0.35
2661,Kacie Traina,Yale,9.2,6.762499999999999,2014,9.55,9.475,0.0,0.35
2662,Jessy MacArthur,UCLA,9.275,7.466666666666667,2014,0.0,0.0,0.0,-9.275
2663,Chanen Raygoza,Penn State,9.5,6.765909090909091,2015,0.0,0.0,0.0,-9.5
2664,Megan Jimenez,Oregon State,9.5,7.8961538461538465,2014,9.85,9.694,9.755,0.35
2665,Jessica Gracia,New Hampshire,9.475,7.125,2014,9.7,8.912,0.0,0.225
2666,Emma Sibson,Penn State,0.0,0.0,2014,9.95,9.699,9.885,9.95
2667,Bayleigh Fobes,Towson,8.15,7.6,2014,9.85,9.639,9.76,1.7
2668,Taylor Harrison,Ohio State,9.7,6.41470588235294,2015,9.875,9.808,9.855,0.175
2669,Ashley Lambert,Nebraska,9.825,6.1187499999999995,2014,9.95,9.807,9.908,0.125
2670,Kaitlynn Hedelund,North Carolina,9.675,6.2857142857142865,2015,9.85,9.542,9.765,0.175
2671,Kiera Brown,Georgia,9.65,7.157954545454547,2014,9.9,9.751,9.855,0.25
2672,Sandra Collantes,Boise State,9.7,7.957692307692307,2015,9.95,9.82,9.93,0.25
2673,Leah Slobodin,Maryland,9.65,6.764285714285714,2015,9.9,9.748,9.83,0.25
2674,Katherine Locher,Illinois State,9.475,6.517307692307692,2016,0.0,0.0,0.0,-9.475
2675,Delaney Garin,Temple,9.65,7.186290322580645,2018,9.725,9.504,9.46,0.075
2676,Savannah Borman,Arizona State,9.475,6.3590909090909085,2014,9.775,9.454,9.69,0.3
2677,Jamie Stone,Ohio State,9.7,6.577678571428573,2016,9.95,9.692,9.915,0.25
2678,Taylor Le Moal,Centenary College,9.2,6.091666666666667,2015,9.5,9.266,9.41,0.3
2679,Nya Reed,Florida,9.725,7.486607142857144,2019,10.0,9.923,9.97,0.275
2680,Haley Brechwald,Pittsburgh,9.675,6.478448275862069,2018,9.925,9.855,9.88,0.25
2681,Jessica Myers,UIC,9.525,6.378571428571429,2016,0.0,0.0,0.0,-9.525
2682,Roya Shirley,Michigan State,9.525,6.824000000000001,2016,9.85,9.739,9.755,0.325
2683,Hope Nelson,Alaska,9.475,5.329285714285715,2018,8.7,8.688,0.0,-0.775
2684,Isabella Amado,Boise State,9.7,7.67840909090909,2017,9.85,9.775,9.8,0.15
2685,Ariana Orrego,Iowa State,9.675,7.225,2018,9.9,9.738,9.84,0.225
2686,Amber Miller,West Chester,9.025,6.260416666666667,2009,9.075,8.832,8.89,0.05
2687,Chloe Cluchey,West Virginia,9.75,6.940833333333335,2017,9.925,9.736,9.865,0.175
2688,Kari Willett,UW-La Crosse,9.65,5.991071428571429,2015,9.875,9.637,9.715,0.225
2689,Stefanie Merkle,Ohio State,0.0,0.0,2015,9.925,9.797,9.895,9.925
2690,Gracie Day,Auburn,9.525,9.375,2017,9.925,9.64,9.905,0.4
2691,Victoria Reggiani,Temple,9.375,7.070454545454545,2014,9.225,9.012,0.0,-0.15
2692,Skyelee Lamano,Kent State,9.575,6.846874999999999,2014,9.9,9.802,9.89,0.325
2693,Nicole Dragon,Maryland,9.575,6.557142857142857,2014,9.55,9.55,0.0,-0.025
2694,Hannah Sobhan,North Carolina State,9.25,7.250000000000001,2015,0.0,0.0,0.0,-9.25
2695,Mallary Dick,UW-Stout,4.0,4.0,2017,9.4,8.929,8.835,5.4
2696,Kaitlin Cowles,George Washington,9.2,7.410416666666666,2014,0.0,0.0,0.0,-9.2
2697,Maegan Chant,Florida,9.425,9.425,2017,9.7,9.337,0.0,0.275
2698,Ashley Landry,Air Force,9.475,6.916666666666666,2014,9.5,9.5,0.0,0.025
2699,Ashley Griffith,Cal State-Fullerton,9.1,9.1,2009,0.0,0.0,0.0,-9.1
2700,Lauren Cartmell,Lindenwood,9.7,7.276785714285716,2013,9.825,9.434,9.75,0.125
2701,Kristina Heymann,California,9.575,5.235714285714286,2013,9.825,9.65,9.805,0.25
2702,Kylie Clark,Northern Illinois,9.375,6.568333333333333,2014,0.0,0.0,0.0,-9.375
2703,Morgan Tolman,Denver,9.5,6.3961538461538465,2013,9.65,9.65,0.0,0.15
2704,Corey Holman,Brown,9.25,7.666071428571428,2013,9.725,9.515,9.665,0.475
2705,Jasmine Holmes,San Jose State,9.5,7.592307692307693,2013,9.9,9.528,9.78,0.4
2706,Maddie Herr,Ohio State,9.525,6.019444444444445,2013,9.875,9.741,9.835,0.35
2707,Erin Hamister,Arizona State,9.7,7.219230769230769,2013,9.45,9.45,0.0,-0.25
2708,Kirsten Petzold,Central Michigan,9.575,7.0015625,2013,9.875,9.728,9.84,0.3
2709,Alexsis Petrikis,George Washington,9.375,4.51875,2013,0.0,0.0,0.0,-9.375
2710,Lydia Thompson,Towson,9.5,6.050000000000001,2013,0.0,0.0,0.0,-9.5
2711,Jade Donaldson,Winona State,9.375,7.287499999999999,2013,9.8,9.356,9.675,0.425
2712,Katie Stuart,Kentucky,9.5,6.950000000000001,2016,9.9,9.671,9.865,0.4
2713,Laura Kummerle,Pittsburgh,9.375,6.0875,2013,0.0,0.0,0.0,-9.375
2714,Alyssa Kaschak,San Jose State,9.725,6.9781249999999995,2014,0.0,0.0,0.0,-9.725
2715,Amanda McGee,William & Mary,9.525,7.388636363636365,2013,8.85,8.85,0.0,-0.675
2716,Chloe Marshall,S.E. Missouri,9.55,7.234999999999999,2015,9.65,9.062,0.0,0.1
2717,Brooke Evans,Ball State,9.35,6.79375,2013,9.725,9.598,9.715,0.375
2718,Maria Cross,Ball State,9.3,6.0249999999999995,2013,0.0,0.0,0.0,-9.3
2719,Meghan Goyden,Cortland State,9.475,7.514583333333333,2013,9.825,9.335,9.73,0.35
2720,Julohn Teixeira,Cornell,9.6,7.629166666666666,2013,9.825,9.533,9.76,0.225
2721,Taylor Bolender,Central Michigan,9.525,4.402500000000001,2013,9.925,9.771,9.905,0.4
2722,Stephanie Strickler,Centenary College,9.1,5.658333333333333,2013,9.775,9.547,9.745,0.675
2723,Ashlin Chambliss,Eastern Michigan,9.475,6.906944444444445,2013,0.0,0.0,0.0,-9.475
2724,Hannah Lee,UW-Whitewater,9.275,6.43,2013,9.775,9.378,9.67,0.5
2725,Tiara Chadran,Pittsburgh,9.325,4.949999999999999,2015,0.0,0.0,0.0,-9.325
2726,Allyson Pancott,West Chester,8.625,4.259375,2013,0.0,0.0,0.0,-8.625
2727,Keeley Kmieciak,Oklahoma,9.85,6.61875,2013,9.9,9.798,9.89,0.05
2728,Randii Wyrick,LSU,9.775,8.038461538461538,2013,9.925,9.847,9.905,0.15
2729,Lauren Beers,Alabama,9.85,4.81875,2013,9.975,9.861,9.95,0.125
2730,Breanna Hughes,Utah,9.65,5.834615384615384,2013,10.0,9.877,9.925,0.35
2731,Caitlin Atkinson,Auburn,9.8,6.436111111111111,2013,9.975,9.865,9.945,0.175
2732,Briley Casanova,Michigan,9.7,7.635,2013,9.9,9.745,9.865,0.2
2733,Carley Sims,Alabama,9.8,6.986363636363636,2013,9.95,9.875,9.9,0.15
2734,Hanna Nordquist,Minnesota,9.65,6.9750000000000005,2013,9.8,9.679,9.725,0.15
2735,Stacie Webb,Southern Utah,9.425,6.711363636363638,2014,9.925,9.767,9.9,0.5
2736,Alyssa Nocella,Bowling Green,9.7,6.35,2013,9.925,9.765,9.9,0.225
2737,Sheridan Metcalf,Washington,9.6,7.352777777777777,2013,0.0,0.0,0.0,-9.6
2738,Rachel Gowey,Florida,9.725,7.199999999999999,2017,9.9,9.636,9.86,0.175
2739,Kathy Tang,Maryland,9.675,8.089285714285714,2013,9.875,9.748,9.87,0.2
2740,Michaela Woodford,North Carolina State,9.625,7.960714285714286,2013,9.9,9.696,9.83,0.275
2741,Shelby Edwards,Arizona,9.725,6.555000000000001,2013,9.85,9.77,0.0,0.125
2742,Emily Barrett,Denver,9.525,6.743181818181819,2013,9.825,9.686,9.815,0.3
2743,Maile'ana Kanewa,Oklahoma,9.7,7.163461538461537,2013,9.95,9.82,9.935,0.25
2744,Josselyn Mackey,North Carolina,9.6,6.64,2013,9.45,8.725,0.0,-0.15
2745,Erin Freier,Arkansas,9.65,7.999999999999999,2013,0.0,0.0,0.0,-9.65
2746,Kaitlin Rahon,Minnesota,9.5,5.6075,2014,9.9,9.766,9.85,0.4
2747,Brittany Stover,William & Mary,9.425,7.063888888888888,2013,9.875,9.676,9.815,0.45
2748,Stephanie Miceli,Arizona State,9.725,7.756249999999999,2013,9.85,9.624,9.81,0.125
2749,Molly McFarland,Boise State,9.55,7.565909090909091,2015,0.0,0.0,0.0,-9.55
2750,Allison Northey,Washington,9.625,7.570454545454546,2013,9.925,9.724,9.885,0.3
2751,M'rcy Matsunami,Alaska,9.275,7.502083333333333,2013,9.85,9.633,9.8,0.575
2752,Haley Scaman,Oklahoma,9.85,7.472222222222223,2013,10.0,9.916,9.98,0.15
2753,Makenzie Johnson,BYU,9.675,7.426666666666668,2013,9.925,9.74,9.87,0.25
2754,Marissa Beucler,Kentucky,9.6,7.355357142857143,2013,9.825,9.56,0.0,0.225
2755,Taylor Alotta,Penn State,9.575,6.330555555555556,2013,9.85,9.684,9.765,0.275
2756,Baylie Divino,Southern Utah,9.65,6.6535714285714285,2013,0.0,0.0,0.0,-9.65
2757,Rachel Henderson,Missouri,9.5,6.111111111111111,2013,0.0,0.0,0.0,-9.5
2758,Audrey Tolbert,Ohio State,9.475,7.789583333333334,2013,9.775,9.69,9.74,0.3
2759,Taylor Redmond,George Washington,9.675,6.845454545454547,2013,9.825,9.769,0.0,0.15
2760,Taylor Penzien,S.E. Missouri,9.675,7.3694444444444445,2013,9.875,9.725,0.0,0.2
2761,Heather Foley,Illinois,9.425,6.904166666666666,2013,9.85,9.746,9.805,0.425
2762,Michelle Gauthier,LSU,9.55,6.783333333333334,2014,9.875,9.875,0.0,0.325
2763,Madeline Hanley,Minnesota,9.55,7.6863636363636365,2013,9.85,9.704,0.0,0.3
2764,Cassie Benning,Sacramento State,9.575,6.4265625,2013,9.9,9.759,9.865,0.325
2765,Arlyn Amor,Southern Utah,9.725,6.616176470588234,2013,9.8,9.8,0.0,0.075
2766,Krystine Jacobsen,Boise State,9.625,7.941666666666667,2013,9.9,9.607,9.835,0.275
2767,Lisa Burt,Michigan State,9.75,6.9783333333333335,2013,9.9,9.718,9.88,0.15
2768,Anna Corbett,Western Michigan,9.375,7.574999999999999,2014,9.825,9.481,9.8,0.45
2769,Sarah Marquez,Oregon State,9.65,7.832692307692308,2013,9.05,9.05,0.0,-0.6
2770,Sara Townsend,Iowa State,9.575,6.9703124999999995,2013,9.775,9.618,9.73,0.2
2771,Amanda Mohler,Illinois State,9.55,5.452083333333333,2013,0.0,0.0,0.0,-9.55
2772,Caroline Ellingboe,Bowling Green,9.525,7.218333333333333,2013,9.75,9.59,9.72,0.225
